fecha,Departamento,sector,empleos,salarios
2015-01-01,BELLA VISTA,Servicios,382.0,7303.59326171875
2015-02-01,BELLA VISTA,Servicios,409.0,7104.765625
2015-03-01,BELLA VISTA,Servicios,416.0,7409.9287109375
2015-04-01,BELLA VISTA,Servicios,441.0,7354.8388671875
2015-05-01,BELLA VISTA,Servicios,463.0,7530.93017578125
2015-06-01,BELLA VISTA,Servicios,476.0,11311.9560546875
2015-07-01,BELLA VISTA,Servicios,475.0,8232.9482421875
2015-08-01,BELLA VISTA,Servicios,490.0,8243.486328125
2015-09-01,BELLA VISTA,Servicios,483.0,8281.5439453125
2015-10-01,BELLA VISTA,Servicios,490.0,7990.939453125
2015-11-01,BELLA VISTA,Servicios,488.0,8669.45703125
2015-12-01,BELLA VISTA,Servicios,465.0,13509.78125
2016-01-01,BELLA VISTA,Servicios,431.0,9399.830078125
2016-02-01,BELLA VISTA,Servicios,439.0,9134.2333984375
2016-03-01,BELLA VISTA,Servicios,444.0,9651.2666015625
2016-04-01,BELLA VISTA,Servicios,446.0,9763.375
2016-05-01,BELLA VISTA,Servicios,439.0,10391.3291015625
2016-06-01,BELLA VISTA,Servicios,451.0,14594.314453125
2016-07-01,BELLA VISTA,Servicios,440.0,10556.828125
2016-08-01,BELLA VISTA,Servicios,444.0,10740.0263671875
2016-09-01,BELLA VISTA,Servicios,442.0,10897.6279296875
2016-10-01,BELLA VISTA,Servicios,442.0,11386.0263671875
2016-11-01,BELLA VISTA,Servicios,446.0,11809.8662109375
2016-12-01,BELLA VISTA,Servicios,455.0,18811.572265625
2017-01-01,BELLA VISTA,Servicios,480.0,12430.2958984375
2017-02-01,BELLA VISTA,Servicios,482.0,12390.2001953125
2017-03-01,BELLA VISTA,Servicios,494.0,12590.4296875
2017-04-01,BELLA VISTA,Servicios,507.0,12243.2978515625
2017-05-01,BELLA VISTA,Servicios,501.0,12885.2333984375
2017-06-01,BELLA VISTA,Servicios,515.0,18453.888671875
2017-07-01,BELLA VISTA,Servicios,516.0,13462.5361328125
2017-08-01,BELLA VISTA,Servicios,525.0,13390.2021484375
2017-09-01,BELLA VISTA,Servicios,509.0,13822.6513671875
2017-10-01,BELLA VISTA,Servicios,516.0,14089.8955078125
2017-11-01,BELLA VISTA,Servicios,521.0,14590.162109375
2017-12-01,BELLA VISTA,Servicios,536.0,22555.634765625
2018-01-01,BELLA VISTA,Servicios,547.0,15515.55078125
2018-02-01,BELLA VISTA,Servicios,560.0,14846.7587890625
2018-03-01,BELLA VISTA,Servicios,563.0,15131.4892578125
2018-04-01,BELLA VISTA,Servicios,558.0,15990.0029296875
2018-05-01,BELLA VISTA,Servicios,556.0,16384.19140625
2018-06-01,BELLA VISTA,Servicios,556.0,23289.060546875
2018-07-01,BELLA VISTA,Servicios,555.0,16961.03515625
2018-08-01,BELLA VISTA,Servicios,555.0,17338.52734375
2018-09-01,BELLA VISTA,Servicios,533.0,17057.958984375
2018-10-01,BELLA VISTA,Servicios,518.0,17500.548828125
2018-11-01,BELLA VISTA,Servicios,504.0,19488.349609375
2018-12-01,BELLA VISTA,Servicios,501.0,28127.802734375
2019-01-01,BELLA VISTA,Servicios,500.0,20806.580078125
2019-02-01,BELLA VISTA,Servicios,500.0,19131.73046875
2019-03-01,BELLA VISTA,Servicios,501.0,20364.443359375
2019-04-01,BELLA VISTA,Servicios,505.0,20381.212890625
2019-05-01,BELLA VISTA,Servicios,512.0,21772.126953125
2019-06-01,BELLA VISTA,Servicios,506.0,31054.48046875
2019-07-01,BELLA VISTA,Servicios,503.0,23356.466796875
2019-08-01,BELLA VISTA,Servicios,493.0,23417.12109375
2019-09-01,BELLA VISTA,Servicios,478.0,24946.435546875
2019-10-01,BELLA VISTA,Servicios,477.0,26200.265625
2019-11-01,BELLA VISTA,Servicios,476.0,27591.796875
2019-12-01,BELLA VISTA,Servicios,470.0,39244.7265625
2020-01-01,BELLA VISTA,Servicios,472.0,28451.666015625
2020-02-01,BELLA VISTA,Servicios,463.0,30704.98828125
2020-03-01,BELLA VISTA,Servicios,467.0,29723.23828125
2020-04-01,BELLA VISTA,Servicios,460.0,29975.857421875
2020-05-01,BELLA VISTA,Servicios,454.0,30240.330078125
2020-06-01,BELLA VISTA,Servicios,443.0,43754.28125
2020-07-01,BELLA VISTA,Servicios,442.0,31117.517578125
2020-08-01,BELLA VISTA,Servicios,444.0,31557.390625
2020-09-01,BELLA VISTA,Servicios,437.0,32832.328125
2020-10-01,BELLA VISTA,Servicios,433.0,34108.31640625
2020-11-01,BELLA VISTA,Servicios,435.0,35316.05078125
2020-12-01,BELLA VISTA,Servicios,435.0,50860.99609375
2021-01-01,BELLA VISTA,Servicios,447.0,37851.46875
2021-02-01,BELLA VISTA,Servicios,447.0,40171.6171875
2021-03-01,BELLA VISTA,Servicios,452.0,42109.8359375
2021-04-01,BELLA VISTA,Servicios,457.0,43416.40234375
2021-05-01,BELLA VISTA,Servicios,458.0,43908.62890625
2021-06-01,BELLA VISTA,Servicios,448.0,61514.32421875
2021-07-01,BELLA VISTA,Servicios,457.0,47916.546875
2021-08-01,BELLA VISTA,Servicios,458.0,51836.8671875
2021-09-01,BELLA VISTA,Servicios,461.0,52371.8515625
2021-10-01,BELLA VISTA,Servicios,469.0,54699.07421875
2021-11-01,BELLA VISTA,Servicios,466.0,59810.6796875
2021-12-01,BELLA VISTA,Servicios,469.0,85254.1875
2015-01-01,BELLA VISTA,Comercio,391.0,7043.26611328125
2015-02-01,BELLA VISTA,Comercio,384.0,6933.58544921875
2015-03-01,BELLA VISTA,Comercio,383.0,6867.28271484375
2015-04-01,BELLA VISTA,Comercio,385.0,6954.55712890625
2015-05-01,BELLA VISTA,Comercio,380.0,7763.7734375
2015-06-01,BELLA VISTA,Comercio,390.0,11121.0185546875
2015-07-01,BELLA VISTA,Comercio,392.0,8310.3642578125
2015-08-01,BELLA VISTA,Comercio,407.0,7860.51611328125
2015-09-01,BELLA VISTA,Comercio,407.0,8174.5263671875
2015-10-01,BELLA VISTA,Comercio,403.0,8144.380859375
2015-11-01,BELLA VISTA,Comercio,405.0,8734.876953125
2015-12-01,BELLA VISTA,Comercio,402.0,12627.19921875
2016-01-01,BELLA VISTA,Comercio,398.0,8962.2216796875
2016-02-01,BELLA VISTA,Comercio,396.0,8968.681640625
2016-03-01,BELLA VISTA,Comercio,392.0,8990.4501953125
2016-04-01,BELLA VISTA,Comercio,391.0,10442.244140625
2016-05-01,BELLA VISTA,Comercio,391.0,10471.2412109375
2016-06-01,BELLA VISTA,Comercio,388.0,15307.2998046875
2016-07-01,BELLA VISTA,Comercio,392.0,10354.5791015625
2016-08-01,BELLA VISTA,Comercio,397.0,10339.099609375
2016-09-01,BELLA VISTA,Comercio,401.0,10296.150390625
2016-10-01,BELLA VISTA,Comercio,404.0,11098.71875
2016-11-01,BELLA VISTA,Comercio,406.0,11305.6025390625
2016-12-01,BELLA VISTA,Comercio,404.0,16573.14453125
2017-01-01,BELLA VISTA,Comercio,406.0,12034.6044921875
2017-02-01,BELLA VISTA,Comercio,404.0,12040.564453125
2017-03-01,BELLA VISTA,Comercio,404.0,11787.521484375
2017-04-01,BELLA VISTA,Comercio,404.0,12650.1884765625
2017-05-01,BELLA VISTA,Comercio,402.0,13166.251953125
2017-06-01,BELLA VISTA,Comercio,422.0,18347.75390625
2017-07-01,BELLA VISTA,Comercio,412.0,13580.2666015625
2017-08-01,BELLA VISTA,Comercio,412.0,13977.5087890625
2017-09-01,BELLA VISTA,Comercio,409.0,14038.45703125
2017-10-01,BELLA VISTA,Comercio,409.0,14491.529296875
2017-11-01,BELLA VISTA,Comercio,413.0,14678.6875
2017-12-01,BELLA VISTA,Comercio,428.0,21281.115234375
2018-01-01,BELLA VISTA,Comercio,430.0,15125.0341796875
2018-02-01,BELLA VISTA,Comercio,416.0,15476.0888671875
2018-03-01,BELLA VISTA,Comercio,423.0,15255.07421875
2018-04-01,BELLA VISTA,Comercio,422.0,15827.1298828125
2018-05-01,BELLA VISTA,Comercio,423.0,15956.5078125
2018-06-01,BELLA VISTA,Comercio,405.0,24691.787109375
2018-07-01,BELLA VISTA,Comercio,407.0,16599.5859375
2018-08-01,BELLA VISTA,Comercio,406.0,17192.869140625
2018-09-01,BELLA VISTA,Comercio,408.0,17449.02734375
2018-10-01,BELLA VISTA,Comercio,411.0,18766.990234375
2018-11-01,BELLA VISTA,Comercio,414.0,19385.484375
2018-12-01,BELLA VISTA,Comercio,412.0,27901.287109375
2019-01-01,BELLA VISTA,Comercio,403.0,22125.470703125
2019-02-01,BELLA VISTA,Comercio,405.0,21231.388671875
2019-03-01,BELLA VISTA,Comercio,401.0,21811.599609375
2019-04-01,BELLA VISTA,Comercio,393.0,21863.021484375
2019-05-01,BELLA VISTA,Comercio,395.0,23229.3046875
2019-06-01,BELLA VISTA,Comercio,392.0,34449.90625
2019-07-01,BELLA VISTA,Comercio,402.0,24158.33984375
2019-08-01,BELLA VISTA,Comercio,407.0,24507.7421875
2019-09-01,BELLA VISTA,Comercio,410.0,26043.33203125
2019-10-01,BELLA VISTA,Comercio,420.0,26004.404296875
2019-11-01,BELLA VISTA,Comercio,419.0,26804.228515625
2019-12-01,BELLA VISTA,Comercio,415.0,38806.01171875
2020-01-01,BELLA VISTA,Comercio,414.0,30315.962890625
2020-02-01,BELLA VISTA,Comercio,413.0,30352.810546875
2020-03-01,BELLA VISTA,Comercio,409.0,31296.951171875
2020-04-01,BELLA VISTA,Comercio,403.0,29619.783203125
2020-05-01,BELLA VISTA,Comercio,397.0,32153.701171875
2020-06-01,BELLA VISTA,Comercio,404.0,47435.5703125
2020-07-01,BELLA VISTA,Comercio,403.0,32429.8515625
2020-08-01,BELLA VISTA,Comercio,411.0,32776.4140625
2020-09-01,BELLA VISTA,Comercio,407.0,34002.54296875
2020-10-01,BELLA VISTA,Comercio,404.0,36062.2421875
2020-11-01,BELLA VISTA,Comercio,403.0,38202.20703125
2020-12-01,BELLA VISTA,Comercio,404.0,53884.80859375
2021-01-01,BELLA VISTA,Comercio,401.0,40214.11328125
2021-02-01,BELLA VISTA,Comercio,404.0,41022.046875
2021-03-01,BELLA VISTA,Comercio,402.0,42221.21875
2021-04-01,BELLA VISTA,Comercio,407.0,44380.484375
2021-05-01,BELLA VISTA,Comercio,405.0,46100.72265625
2021-06-01,BELLA VISTA,Comercio,405.0,67468.671875
2021-07-01,BELLA VISTA,Comercio,406.0,47057.01171875
2021-08-01,BELLA VISTA,Comercio,400.0,50762.25
2021-09-01,BELLA VISTA,Comercio,401.0,51565.15234375
2021-10-01,BELLA VISTA,Comercio,396.0,53077.6875
2021-11-01,BELLA VISTA,Comercio,392.0,54627.78515625
2021-12-01,BELLA VISTA,Comercio,396.0,77688.953125
2015-01-01,BELLA VISTA,Construcción,58.0,1997.721435546875
2015-02-01,BELLA VISTA,Construcción,62.0,1866.777099609375
2015-03-01,BELLA VISTA,Construcción,62.0,1974.0458984375
2015-04-01,BELLA VISTA,Construcción,62.0,2126.088134765625
2015-05-01,BELLA VISTA,Construcción,59.0,2352.3212890625
2015-06-01,BELLA VISTA,Construcción,62.0,3279.586669921875
2015-07-01,BELLA VISTA,Construcción,63.0,2360.0732421875
2015-08-01,BELLA VISTA,Construcción,61.0,2667.907958984375
2015-09-01,BELLA VISTA,Construcción,62.0,2759.927001953125
2015-10-01,BELLA VISTA,Construcción,65.0,2713.14404296875
2015-11-01,BELLA VISTA,Construcción,62.0,2741.635986328125
2015-12-01,BELLA VISTA,Construcción,67.0,3909.294921875
2016-01-01,BELLA VISTA,Construcción,66.0,3700.927978515625
2016-02-01,BELLA VISTA,Construcción,66.0,3211.468994140625
2016-03-01,BELLA VISTA,Construcción,59.0,3679.301513671875
2016-04-01,BELLA VISTA,Construcción,55.0,4577.1533203125
2016-05-01,BELLA VISTA,Construcción,48.0,4960.00390625
2016-06-01,BELLA VISTA,Construcción,51.0,7251.63330078125
2016-07-01,BELLA VISTA,Construcción,52.0,4723.55224609375
2016-08-01,BELLA VISTA,Construcción,53.0,4676.8173828125
2016-09-01,BELLA VISTA,Construcción,51.0,4830.81494140625
2016-10-01,BELLA VISTA,Construcción,57.0,5300.57177734375
2016-11-01,BELLA VISTA,Construcción,60.0,5307.927734375
2016-12-01,BELLA VISTA,Construcción,72.0,7255.91259765625
2017-01-01,BELLA VISTA,Construcción,104.0,8679.341796875
2017-02-01,BELLA VISTA,Construcción,133.0,11086.265625
2017-03-01,BELLA VISTA,Construcción,134.0,14482.8681640625
2017-04-01,BELLA VISTA,Construcción,128.0,14443.634765625
2017-05-01,BELLA VISTA,Construcción,142.0,17931.23828125
2017-06-01,BELLA VISTA,Construcción,162.0,22181.958984375
2017-07-01,BELLA VISTA,Construcción,175.0,18148.900390625
2017-08-01,BELLA VISTA,Construcción,200.0,17441.126953125
2017-09-01,BELLA VISTA,Construcción,192.0,18232.986328125
2017-10-01,BELLA VISTA,Construcción,189.0,18648.998046875
2017-11-01,BELLA VISTA,Construcción,183.0,19027.798828125
2017-12-01,BELLA VISTA,Construcción,185.0,28398.646484375
2018-01-01,BELLA VISTA,Construcción,170.0,14989.3359375
2018-02-01,BELLA VISTA,Construcción,167.0,18299.982421875
2018-03-01,BELLA VISTA,Construcción,162.0,19630.501953125
2018-04-01,BELLA VISTA,Construcción,162.0,20356.9921875
2018-05-01,BELLA VISTA,Construcción,159.0,22253.86328125
2018-06-01,BELLA VISTA,Construcción,159.0,30534.986328125
2018-07-01,BELLA VISTA,Construcción,144.0,22410.978515625
2018-08-01,BELLA VISTA,Construcción,135.0,26258.951171875
2018-09-01,BELLA VISTA,Construcción,109.0,23325.619140625
2018-10-01,BELLA VISTA,Construcción,99.0,26826.056640625
2018-11-01,BELLA VISTA,Construcción,94.0,24095.57421875
2018-12-01,BELLA VISTA,Construcción,85.0,43170.1171875
2019-01-01,BELLA VISTA,Construcción,76.0,21287.07421875
2019-02-01,BELLA VISTA,Construcción,86.0,25331.314453125
2019-03-01,BELLA VISTA,Construcción,91.0,30405.697265625
2019-04-01,BELLA VISTA,Construcción,64.0,24010.693359375
2019-05-01,BELLA VISTA,Construcción,66.0,24164.62890625
2019-06-01,BELLA VISTA,Construcción,67.0,42800.453125
2019-07-01,BELLA VISTA,Construcción,66.0,29953.91015625
2019-08-01,BELLA VISTA,Construcción,67.0,34087.29296875
2019-09-01,BELLA VISTA,Construcción,57.0,27495.02734375
2019-10-01,BELLA VISTA,Construcción,55.0,32802.16015625
2019-11-01,BELLA VISTA,Construcción,42.0,29085.875
2019-12-01,BELLA VISTA,Construcción,45.0,42027.640625
2020-01-01,BELLA VISTA,Construcción,45.0,27133.953125
2020-02-01,BELLA VISTA,Construcción,55.0,44184.75390625
2020-03-01,BELLA VISTA,Construcción,54.0,41945.7109375
2020-04-01,BELLA VISTA,Construcción,52.0,39984.30078125
2020-05-01,BELLA VISTA,Construcción,51.0,45554.99609375
2020-06-01,BELLA VISTA,Construcción,51.0,83357.046875
2020-07-01,BELLA VISTA,Construcción,30.0,33701.35546875
2020-08-01,BELLA VISTA,Construcción,29.0,36550.2578125
2020-09-01,BELLA VISTA,Construcción,24.0,31050.9765625
2020-10-01,BELLA VISTA,Construcción,22.0,24065.59765625
2020-11-01,BELLA VISTA,Construcción,22.0,26050.376953125
2020-12-01,BELLA VISTA,Construcción,22.0,43243.97265625
2021-01-01,BELLA VISTA,Construcción,21.0,20546.658203125
2021-02-01,BELLA VISTA,Construcción,21.0,22769.455078125
2021-03-01,BELLA VISTA,Construcción,21.0,21430.185546875
2021-04-01,BELLA VISTA,Construcción,18.0,17848.705078125
2021-05-01,BELLA VISTA,Construcción,18.0,17958.91796875
2021-06-01,BELLA VISTA,Construcción,18.0,26901.828125
2021-07-01,BELLA VISTA,Construcción,18.0,17412.189453125
2021-08-01,BELLA VISTA,Construcción,18.0,17471.44921875
2021-09-01,BELLA VISTA,Construcción,18.0,17566.978515625
2021-10-01,BELLA VISTA,Construcción,16.0,19126.087890625
2021-11-01,BELLA VISTA,Construcción,17.0,19811.107421875
2021-12-01,BELLA VISTA,Construcción,17.0,28989.912109375
2015-01-01,BELLA VISTA,"Elec, gas y agua",,
2015-02-01,BELLA VISTA,"Elec, gas y agua",,
2015-03-01,BELLA VISTA,"Elec, gas y agua",,
2015-04-01,BELLA VISTA,"Elec, gas y agua",,
2015-05-01,BELLA VISTA,"Elec, gas y agua",,
2015-06-01,BELLA VISTA,"Elec, gas y agua",,
2015-07-01,BELLA VISTA,"Elec, gas y agua",,
2015-08-01,BELLA VISTA,"Elec, gas y agua",,
2015-09-01,BELLA VISTA,"Elec, gas y agua",,
2015-10-01,BELLA VISTA,"Elec, gas y agua",,
2015-11-01,BELLA VISTA,"Elec, gas y agua",,
2015-12-01,BELLA VISTA,"Elec, gas y agua",,
2016-01-01,BELLA VISTA,"Elec, gas y agua",,
2016-02-01,BELLA VISTA,"Elec, gas y agua",,
2016-03-01,BELLA VISTA,"Elec, gas y agua",,
2016-04-01,BELLA VISTA,"Elec, gas y agua",,
2016-05-01,BELLA VISTA,"Elec, gas y agua",,
2016-06-01,BELLA VISTA,"Elec, gas y agua",,
2016-07-01,BELLA VISTA,"Elec, gas y agua",,
2016-08-01,BELLA VISTA,"Elec, gas y agua",,
2016-09-01,BELLA VISTA,"Elec, gas y agua",,
2016-10-01,BELLA VISTA,"Elec, gas y agua",,
2016-11-01,BELLA VISTA,"Elec, gas y agua",,
2016-12-01,BELLA VISTA,"Elec, gas y agua",,
2017-01-01,BELLA VISTA,"Elec, gas y agua",,
2017-02-01,BELLA VISTA,"Elec, gas y agua",,
2017-03-01,BELLA VISTA,"Elec, gas y agua",,
2017-04-01,BELLA VISTA,"Elec, gas y agua",,
2017-05-01,BELLA VISTA,"Elec, gas y agua",,
2017-06-01,BELLA VISTA,"Elec, gas y agua",,
2017-07-01,BELLA VISTA,"Elec, gas y agua",,
2017-08-01,BELLA VISTA,"Elec, gas y agua",,
2017-09-01,BELLA VISTA,"Elec, gas y agua",,
2017-10-01,BELLA VISTA,"Elec, gas y agua",,
2017-11-01,BELLA VISTA,"Elec, gas y agua",,
2017-12-01,BELLA VISTA,"Elec, gas y agua",,
2018-01-01,BELLA VISTA,"Elec, gas y agua",,
2018-02-01,BELLA VISTA,"Elec, gas y agua",,
2018-03-01,BELLA VISTA,"Elec, gas y agua",,
2018-04-01,BELLA VISTA,"Elec, gas y agua",,
2018-05-01,BELLA VISTA,"Elec, gas y agua",,
2018-06-01,BELLA VISTA,"Elec, gas y agua",,
2018-07-01,BELLA VISTA,"Elec, gas y agua",,
2018-08-01,BELLA VISTA,"Elec, gas y agua",,
2018-09-01,BELLA VISTA,"Elec, gas y agua",,
2018-10-01,BELLA VISTA,"Elec, gas y agua",,
2018-11-01,BELLA VISTA,"Elec, gas y agua",,
2018-12-01,BELLA VISTA,"Elec, gas y agua",,
2019-01-01,BELLA VISTA,"Elec, gas y agua",,
2019-02-01,BELLA VISTA,"Elec, gas y agua",,
2019-03-01,BELLA VISTA,"Elec, gas y agua",,
2019-04-01,BELLA VISTA,"Elec, gas y agua",,
2019-05-01,BELLA VISTA,"Elec, gas y agua",,
2019-06-01,BELLA VISTA,"Elec, gas y agua",,
2019-07-01,BELLA VISTA,"Elec, gas y agua",,
2019-08-01,BELLA VISTA,"Elec, gas y agua",,
2019-09-01,BELLA VISTA,"Elec, gas y agua",,
2019-10-01,BELLA VISTA,"Elec, gas y agua",,
2019-11-01,BELLA VISTA,"Elec, gas y agua",,
2019-12-01,BELLA VISTA,"Elec, gas y agua",,
2020-01-01,BELLA VISTA,"Elec, gas y agua",,
2020-02-01,BELLA VISTA,"Elec, gas y agua",,
2020-03-01,BELLA VISTA,"Elec, gas y agua",,
2020-04-01,BELLA VISTA,"Elec, gas y agua",,
2020-05-01,BELLA VISTA,"Elec, gas y agua",,
2020-06-01,BELLA VISTA,"Elec, gas y agua",,
2020-07-01,BELLA VISTA,"Elec, gas y agua",,
2020-08-01,BELLA VISTA,"Elec, gas y agua",,
2020-09-01,BELLA VISTA,"Elec, gas y agua",,
2020-10-01,BELLA VISTA,"Elec, gas y agua",,
2020-11-01,BELLA VISTA,"Elec, gas y agua",,
2020-12-01,BELLA VISTA,"Elec, gas y agua",,
2021-01-01,BELLA VISTA,"Elec, gas y agua",,
2021-02-01,BELLA VISTA,"Elec, gas y agua",,
2021-03-01,BELLA VISTA,"Elec, gas y agua",,
2021-04-01,BELLA VISTA,"Elec, gas y agua",,
2021-05-01,BELLA VISTA,"Elec, gas y agua",,
2021-06-01,BELLA VISTA,"Elec, gas y agua",,
2021-07-01,BELLA VISTA,"Elec, gas y agua",,
2021-08-01,BELLA VISTA,"Elec, gas y agua",,
2021-09-01,BELLA VISTA,"Elec, gas y agua",,
2021-10-01,BELLA VISTA,"Elec, gas y agua",,
2021-11-01,BELLA VISTA,"Elec, gas y agua",,
2021-12-01,BELLA VISTA,"Elec, gas y agua",,
2015-01-01,BELLA VISTA,Industria,712.0,12571.5751953125
2015-02-01,BELLA VISTA,Industria,718.0,10589.4873046875
2015-03-01,BELLA VISTA,Industria,725.0,12091.2763671875
2015-04-01,BELLA VISTA,Industria,763.0,12423.4931640625
2015-05-01,BELLA VISTA,Industria,768.0,11956.115234375
2015-06-01,BELLA VISTA,Industria,769.0,18860.525390625
2015-07-01,BELLA VISTA,Industria,766.0,13832.2880859375
2015-08-01,BELLA VISTA,Industria,768.0,13307.044921875
2015-09-01,BELLA VISTA,Industria,771.0,13444.4267578125
2015-10-01,BELLA VISTA,Industria,737.0,14156.173828125
2015-11-01,BELLA VISTA,Industria,776.0,13171.8037109375
2015-12-01,BELLA VISTA,Industria,736.0,22894.783203125
2016-01-01,BELLA VISTA,Industria,733.0,16324.6826171875
2016-02-01,BELLA VISTA,Industria,752.0,14183.5849609375
2016-03-01,BELLA VISTA,Industria,750.0,16383.7060546875
2016-04-01,BELLA VISTA,Industria,756.0,15469.0947265625
2016-05-01,BELLA VISTA,Industria,787.0,15595.966796875
2016-06-01,BELLA VISTA,Industria,791.0,26053.802734375
2016-07-01,BELLA VISTA,Industria,789.0,17361.6171875
2016-08-01,BELLA VISTA,Industria,790.0,17235.3125
2016-09-01,BELLA VISTA,Industria,782.0,17499.19140625
2016-10-01,BELLA VISTA,Industria,758.0,18098.46875
2016-11-01,BELLA VISTA,Industria,764.0,17289.248046875
2016-12-01,BELLA VISTA,Industria,759.0,28555.392578125
2017-01-01,BELLA VISTA,Industria,757.0,23317.181640625
2017-02-01,BELLA VISTA,Industria,754.0,18796.14453125
2017-03-01,BELLA VISTA,Industria,756.0,20848.294921875
2017-04-01,BELLA VISTA,Industria,784.0,19509.36328125
2017-05-01,BELLA VISTA,Industria,797.0,21262.83203125
2017-06-01,BELLA VISTA,Industria,797.0,32381.578125
2017-07-01,BELLA VISTA,Industria,798.0,23862.6015625
2017-08-01,BELLA VISTA,Industria,799.0,21682.251953125
2017-09-01,BELLA VISTA,Industria,786.0,22225.63671875
2017-10-01,BELLA VISTA,Industria,755.0,24530.8515625
2017-11-01,BELLA VISTA,Industria,765.0,22417.291015625
2017-12-01,BELLA VISTA,Industria,759.0,31703.333984375
2018-01-01,BELLA VISTA,Industria,757.0,28526.837890625
2018-02-01,BELLA VISTA,Industria,756.0,21859.982421875
2018-03-01,BELLA VISTA,Industria,762.0,25242.076171875
2018-04-01,BELLA VISTA,Industria,754.0,24413.681640625
2018-05-01,BELLA VISTA,Industria,801.0,23190.181640625
2018-06-01,BELLA VISTA,Industria,793.0,41152.21484375
2018-07-01,BELLA VISTA,Industria,775.0,28428.357421875
2018-08-01,BELLA VISTA,Industria,774.0,26924.412109375
2018-09-01,BELLA VISTA,Industria,741.0,27073.28125
2018-10-01,BELLA VISTA,Industria,670.0,29331.23046875
2018-11-01,BELLA VISTA,Industria,667.0,28168.00390625
2018-12-01,BELLA VISTA,Industria,692.0,44284.67578125
2019-01-01,BELLA VISTA,Industria,668.0,30325.359375
2019-02-01,BELLA VISTA,Industria,683.0,28831.923828125
2019-03-01,BELLA VISTA,Industria,689.0,33237.2109375
2019-04-01,BELLA VISTA,Industria,694.0,37713.07421875
2019-05-01,BELLA VISTA,Industria,695.0,33428.06640625
2019-06-01,BELLA VISTA,Industria,723.0,51606.671875
2019-07-01,BELLA VISTA,Industria,726.0,36563.15625
2019-08-01,BELLA VISTA,Industria,724.0,39473.5703125
2019-09-01,BELLA VISTA,Industria,720.0,35756.28515625
2019-10-01,BELLA VISTA,Industria,711.0,72142.171875
2019-11-01,BELLA VISTA,Industria,705.0,40063.10546875
2019-12-01,BELLA VISTA,Industria,683.0,51107.94140625
2020-01-01,BELLA VISTA,Industria,684.0,38141.98046875
2020-02-01,BELLA VISTA,Industria,681.0,44771.89453125
2020-03-01,BELLA VISTA,Industria,680.0,45961.57421875
2020-04-01,BELLA VISTA,Industria,674.0,33886.74609375
2020-05-01,BELLA VISTA,Industria,675.0,41202.109375
2020-06-01,BELLA VISTA,Industria,710.0,74336.0625
2020-07-01,BELLA VISTA,Industria,708.0,58307.50390625
2020-08-01,BELLA VISTA,Industria,704.0,56449.4140625
2020-09-01,BELLA VISTA,Industria,703.0,60060.49609375
2020-10-01,BELLA VISTA,Industria,698.0,63130.875
2020-11-01,BELLA VISTA,Industria,713.0,57744.8359375
2020-12-01,BELLA VISTA,Industria,704.0,91806.125
2021-01-01,BELLA VISTA,Industria,1187.0,56008.51953125
2021-02-01,BELLA VISTA,Industria,1092.0,61979.671875
2021-03-01,BELLA VISTA,Industria,865.0,70566.4609375
2021-04-01,BELLA VISTA,Industria,892.0,65590.2109375
2021-05-01,BELLA VISTA,Industria,831.0,73099.8984375
2021-06-01,BELLA VISTA,Industria,848.0,109191.015625
2021-07-01,BELLA VISTA,Industria,943.0,74319.9375
2021-08-01,BELLA VISTA,Industria,973.0,75007.5078125
2021-09-01,BELLA VISTA,Industria,995.0,74797.7421875
2021-10-01,BELLA VISTA,Industria,961.0,91479.5078125
2021-11-01,BELLA VISTA,Industria,963.0,81159.328125
2021-12-01,BELLA VISTA,Industria,902.0,130307.5859375
2015-01-01,BELLA VISTA,Explotación de minas y canteras,,
2015-02-01,BELLA VISTA,Explotación de minas y canteras,,
2015-03-01,BELLA VISTA,Explotación de minas y canteras,,
2015-04-01,BELLA VISTA,Explotación de minas y canteras,,
2015-05-01,BELLA VISTA,Explotación de minas y canteras,,
2015-06-01,BELLA VISTA,Explotación de minas y canteras,,
2015-07-01,BELLA VISTA,Explotación de minas y canteras,,
2015-08-01,BELLA VISTA,Explotación de minas y canteras,,
2015-09-01,BELLA VISTA,Explotación de minas y canteras,,
2015-10-01,BELLA VISTA,Explotación de minas y canteras,,
2015-11-01,BELLA VISTA,Explotación de minas y canteras,,
2015-12-01,BELLA VISTA,Explotación de minas y canteras,,
2016-01-01,BELLA VISTA,Explotación de minas y canteras,,
2016-02-01,BELLA VISTA,Explotación de minas y canteras,,
2016-03-01,BELLA VISTA,Explotación de minas y canteras,,
2016-04-01,BELLA VISTA,Explotación de minas y canteras,,
2016-05-01,BELLA VISTA,Explotación de minas y canteras,,
2016-06-01,BELLA VISTA,Explotación de minas y canteras,,
2016-07-01,BELLA VISTA,Explotación de minas y canteras,,
2016-08-01,BELLA VISTA,Explotación de minas y canteras,,
2016-09-01,BELLA VISTA,Explotación de minas y canteras,,
2016-10-01,BELLA VISTA,Explotación de minas y canteras,,
2016-11-01,BELLA VISTA,Explotación de minas y canteras,,
2016-12-01,BELLA VISTA,Explotación de minas y canteras,,
2017-01-01,BELLA VISTA,Explotación de minas y canteras,,
2017-02-01,BELLA VISTA,Explotación de minas y canteras,,
2017-03-01,BELLA VISTA,Explotación de minas y canteras,,
2017-04-01,BELLA VISTA,Explotación de minas y canteras,,
